Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Series,Mileage (kmpl),Engine (CC),Power (bhp)
Mumbai,2014,16514,Petrol,Manual,First,5.0,3.75,Hyundai,Grand,18.9,1197.0,82.0
Pune,2012,120000,Diesel,Manual,First,5.0,3.75,Maruti,Swift,22.9,1248.0,74.0
Hyderabad,2008,143275,Diesel,Manual,First,5.0,2.6,Hyundai,Verna,22.0,1582.0,126.2
Hyderabad,2006,99000,Petrol,Manual,First,5.0,1.75,Hyundai,Santro,,1086.0,
Mumbai,2010,52000,Petrol,Manual,First,5.0,2.8,Hyundai,i20,17.0,1197.0,80.0
Coimbatore,2017,29819,Diesel,Automatic,First,5.0,61.29,Mercedes-Benz,GLE,11.57,2987.0,254.79
Bangalore,2014,57000,Diesel,Manual,Second,5.0,18.0,Mercedes-Benz,New,15.8,2148.0,170.0
Hyderabad,2014,88500,Diesel,Manual,First,5.0,4.35,Maruti,Ritz,23.2,1248.0,73.94
Bangalore,2016,28000,Diesel,Manual,First,5.0,13.75,Hyundai,Creta,19.67,1582.0,126.2
Pune,2010,67000,Petrol,Manual,First,5.0,2.0,Maruti,A-Star,19.0,998.0,66.1
Delhi,2016,26000,Diesel,Manual,First,5.0,10.0,Renault,Duster,19.64,1461.0,108.45
Delhi,2010,120000,Diesel,Manual,First,5.0,1.65,Fiat,Grande,17.8,1248.0,76.0
Coimbatore,2017,51982,Diesel,Automatic,First,5.0,45.77,BMW,X3,16.55,2993.0,258.0
Bangalore,2010,36000,Petrol,Manual,Second,5.0,3.25,Hyundai,i10,20.36,1197.0,78.9
Pune,2016,47000,Diesel,Manual,First,7.0,12.8,Toyota,Innova,12.8,2494.0,102.0
Mumbai,2002,60000,Petrol,Manual,Third,5.0,0.55,Maruti,Zen,17.3,993.0,60.0
Hyderabad,2018,31025,Diesel,Manual,First,5.0,7.15,Maruti,Swift,28.4,1248.0,74.0
Pune,2013,105000,Diesel,Manual,Second,8.0,7.0,Mahindra,Scorpio,12.05,2179.0,120.0
Pune,2017,121900,Diesel,Manual,First,5.0,3.75,Tata,Zest,22.95,1248.0,74.0
Mumbai,2017,22695,Petrol,Manual,First,5.0,8.5,Ford,EcoSport,18.88,999.0,123.24
Jaipur,2012,73000,Diesel,Manual,First,5.0,4.35,Maruti,Swift,23.4,1248.0,74.0
Kochi,2016,32227,Petrol,Manual,First,5.0,3.26,Maruti,Alto,22.74,796.0,47.3
Jaipur,2011,55000,Petrol,Manual,First,5.0,4.21,Honda,City,17.0,1497.0,118.0
Kochi,2018,11287,Diesel,Automatic,First,7.0,70.36,Audi,Q7,12.07,2967.0,241.4
Mumbai,2009,48000,Diesel,Automatic,Second,5.0,2.95,Skoda,Laura,17.0,1896.0,105.0
Kochi,2012,54308,Petrol,Manual,First,5.0,4.28,Hyundai,Verna,17.1,1591.0,121.3
Jaipur,2009,78442,Petrol,Automatic,First,5.0,3.57,Honda,City,16.8,1497.0,118.0
Kolkata,2013,46000,Diesel,Manual,First,5.0,3.11,Hyundai,i20,21.9,1396.0,88.8
Coimbatore,2014,45051,Petrol,Automatic,First,5.0,5.96,Hyundai,i20,15.0,1396.0,98.6
Hyderabad,2011,69000,Diesel,Manual,First,5.0,4.7,Volkswagen,Vento,20.54,1598.0,103.6
Ahmedabad,2014,49000,Petrol,Manual,First,5.0,6.9,Honda,City,17.4,1497.0,117.3
Pune,2018,45000,Diesel,Manual,First,5.0,5.25,Tata,Zest,22.95,1248.0,74.0
Pune,2015,64000,Diesel,Automatic,First,5.0,28.0,BMW,5,18.48,1995.0,177.0
Delhi,2009,60000,Petrol,Manual,First,5.0,1.35,Maruti,Wagon,18.9,1061.0,67.0
Delhi,2015,62178,Petrol,Manual,First,5.0,4.85,Honda,Jazz,18.2,1199.0,88.7
Coimbatore,2012,58006,Diesel,Manual,First,5.0,6.7,Volkswagen,Jetta,15.0,1896.0,105.0
Hyderabad,2010,74000,Petrol,Manual,First,5.0,3.1,Hyundai,i10,20.36,1197.0,78.9
Kochi,2015,77771,Diesel,Automatic,First,5.0,18.64,Mercedes-Benz,New,19.27,2143.0,170.0
Pune,2012,45275,Petrol,Manual,First,5.0,2.8,Hyundai,i10,20.36,1197.0,78.9
Chennai,2016,48000,Diesel,Manual,First,7.0,20.25,Toyota,Innova,13.68,2393.0,147.8
Kochi,2015,31652,Diesel,Automatic,First,5.0,26.78,Audi,A6,17.68,1968.0,174.33
Hyderabad,2010,109000,Diesel,Manual,Second,7.0,8.26,Toyota,Innova,12.99,2494.0,100.6
Mumbai,2015,31978,Petrol,Manual,First,5.0,3.89,Volkswagen,Polo,16.47,1198.0,73.9
Hyderabad,2011,70000,Petrol,Manual,First,5.0,2.1,Maruti,Alto,20.92,998.0,67.1
Mumbai,2017,15000,Petrol,Automatic,First,5.0,12.69,Honda,City,18.0,1497.0,117.3
Coimbatore,2013,59138,Diesel,Manual,First,5.0,2.58,Tata,Indigo,17.0,1405.0,70.0
Kochi,2014,61726,Diesel,Automatic,First,5.0,20.77,Audi,A6,17.68,1968.0,174.33
Delhi,2015,48000,Diesel,Automatic,First,5.0,20.26,Mercedes-Benz,GLA,17.9,2143.0,136.0
Chennai,2006,58000,Petrol,Manual,Second,5.0,1.5,Hyundai,Santro,,1086.0,
Kolkata,2011,60020,Diesel,Manual,First,5.0,2.5,Maruti,Swift,17.8,1248.0,
Hyderabad,2014,77815,Petrol,Automatic,First,5.0,4.25,Maruti,Celerio,23.1,998.0,67.04
Hyderabad,2017,29000,Diesel,Automatic,First,5.0,57.0,Mercedes-Benz,GLE,17.9,2143.0,201.15
Delhi,2017,44000,Diesel,Automatic,First,5.0,44.0,Land,Rover,12.7,2179.0,187.7
Hyderabad,2011,108626,Diesel,Manual,First,5.0,3.65,Volkswagen,Vento,20.54,1598.0,103.6
Hyderabad,2012,71791,Petrol,Manual,First,5.0,2.05,Maruti,Omni,14.0,796.0,35.0
Kochi,2012,91931,Petrol,Manual,First,5.0,3.13,Honda,Brio,18.5,1198.0,86.8
Hyderabad,2000,158000,Diesel,Manual,Second,7.0,1.5,Tata,Sumo,14.07,2956.0,83.1
Pune,2012,91183,Diesel,Manual,First,5.0,2.85,Tata,Indica,18.0,1248.0,75.0
Delhi,2012,65000,Petrol,Manual,First,5.0,2.65,Maruti,Wagon,18.9,998.0,67.1
Hyderabad,2015,88428,Diesel,Manual,First,7.0,10.6,Mahindra,XUV500,16.0,2179.0,140.0
Pune,2008,138000,Diesel,Manual,Second,5.0,1.25,Tata,Indigo,17.1,1396.0,70.0
Mumbai,2018,18000,Petrol,Manual,First,7.0,8.25,Maruti,Ertiga,16.02,1373.0,93.7
Mumbai,2011,60000,Petrol,Automatic,First,5.0,4.45,Honda,Accord,11.7,2354.0,177.6
Kolkata,2012,48000,Diesel,Manual,First,5.0,3.7,Maruti,Swift,19.3,1248.0,73.9
Hyderabad,2009,160000,Diesel,Manual,First,5.0,2.8,Ford,Fiesta,17.8,1399.0,68.0
Kolkata,2008,40000,Petrol,Manual,First,5.0,1.8,Honda,City,17.7,1497.0,78.0
Kochi,2014,51495,Diesel,Automatic,First,5.0,21.95,Audi,A6,17.68,1968.0,174.33
Mumbai,2011,30000,Diesel,Automatic,First,4.0,49.0,BMW,6,9.52,2993.0,313.0
Coimbatore,2017,97430,Diesel,Automatic,First,7.0,62.67,Audi,Q7,14.75,2967.0,245.0
Pune,2008,42496,CNG,Manual,First,5.0,1.4,Maruti,Zen,26.3,998.0,67.1
Pune,2012,83000,Diesel,Manual,First,5.0,5.5,Hyundai,i20,23.0,1396.0,90.0
Bangalore,2009,37000,Petrol,Automatic,Third,5.0,2.95,Hyundai,i10,16.95,1197.0,78.9
Kochi,2016,28503,Petrol,Automatic,First,5.0,6.86,Honda,Jazz,19.0,1199.0,88.7
Hyderabad,2015,76496,Diesel,Manual,First,5.0,6.15,Maruti,Swift,25.2,1248.0,74.0
Pune,2011,79152,Petrol,Manual,Second,5.0,3.3,Hyundai,i20,18.5,1197.0,82.85
Kolkata,2011,32000,Petrol,Manual,First,5.0,2.55,Volkswagen,Polo,16.47,1198.0,73.9
Ahmedabad,2009,35000,Petrol,Manual,First,5.0,1.5,Maruti,Alto,19.7,796.0,46.3
Chennai,2004,105000,Petrol,Automatic,Second,5.0,2.5,Toyota,Corolla,11.3,1794.0,125.0
Chennai,2006,56000,Petrol,Manual,Second,5.0,1.4,Maruti,Alto,19.7,796.0,46.3
Pune,2012,73000,Diesel,Manual,First,5.0,3.4,Tata,Manza,21.12,1248.0,88.8
Pune,2012,38000,Petrol,Manual,First,5.0,2.25,Maruti,Alto,19.7,796.0,46.3
Kolkata,2013,775000,Diesel,Automatic,First,5.0,7.5,Skoda,Octavia,19.3,1968.0,141.0
Kolkata,2008,80000,Petrol,Automatic,First,5.0,2.8,Toyota,Corolla,11.3,1794.0,125.0
Coimbatore,2016,24973,Petrol,Manual,First,5.0,7.66,Hyundai,i20,18.6,1197.0,81.83
Chennai,2016,45000,Diesel,Manual,First,5.0,7.15,Maruti,Vitara,24.3,1248.0,88.5
Delhi,2010,87430,Petrol,Manual,First,5.0,3.5,Honda,City,17.0,1497.0,118.0
Hyderabad,2014,133944,Diesel,Manual,Second,5.0,3.5,Tata,Indica,18.0,1248.0,75.0
Kolkata,2013,57000,Diesel,Manual,First,5.0,3.45,Honda,Amaze,25.8,1498.0,98.6
Coimbatore,2016,27904,Petrol,Manual,First,5.0,3.55,Hyundai,EON,21.1,814.0,55.2
Kochi,2015,30717,Diesel,Automatic,Second,5.0,25.99,BMW,3,21.76,1995.0,190.0
Bangalore,2012,80000,Diesel,Manual,First,5.0,5.25,Hyundai,Verna,22.32,1582.0,126.32
Ahmedabad,2013,47304,Diesel,Manual,First,5.0,2.9,Tata,Manza,21.02,1248.0,88.8
Jaipur,2005,100000,Petrol,Automatic,First,5.0,2.05,Skoda,Octavia,14.45,1984.0,227.0
Pune,2017,30000,Petrol,Manual,First,5.0,3.75,Maruti,Alto,24.07,998.0,67.1
Mumbai,2014,68000,Diesel,Manual,First,5.0,6.75,Ford,Ecosport,22.7,1498.0,89.84
Kolkata,2011,21000,Petrol,Manual,Second,5.0,0.95,Chevrolet,Spark,18.0,995.0,62.0
Hyderabad,2017,21000,Diesel,Automatic,First,5.0,52.0,Jaguar,XF,19.33,1999.0,177.0
Jaipur,2007,119000,Petrol,Manual,Third,5.0,3.91,Honda,CR-V,13.1,1997.0,141.1
Kochi,2019,13747,Petrol,Automatic,First,5.0,27.3,Skoda,Superb,14.67,1798.0,177.46
Chennai,2009,620000,Petrol,Manual,First,5.0,2.7,Hyundai,i10,20.36,1197.0,78.9
Delhi,2013,70000,Diesel,Manual,First,5.0,3.5,Maruti,Swift,22.9,1248.0,74.0
Mumbai,2016,18000,Petrol,Automatic,First,5.0,6.2,Maruti,Swift,18.5,1197.0,83.14
Chennai,2011,83000,Diesel,Manual,First,5.0,2.75,Nissan,Micra,23.08,1461.0,63.1
Mumbai,2015,130000,Diesel,Manual,First,5.0,3.25,Maruti,Swift,23.4,1248.0,74.0
Pune,2012,63400,Diesel,Manual,First,5.0,3.25,Ford,Fiesta,17.8,1399.0,67.0
Kolkata,2003,65000,Petrol,Manual,First,5.0,0.65,Maruti,Zen,17.3,993.0,60.0
Pune,2017,8350,Petrol,Manual,First,5.0,35.0,Mini,Clubman,13.8,1998.0,192.0
Kolkata,2014,45000,Diesel,Manual,First,5.0,3.25,Toyota,Etios,23.59,1364.0,67.05
Kolkata,2018,26200,Petrol,Manual,First,5.0,2.9,Maruti,Alto,24.7,796.0,47.3
Bangalore,2011,11000,Petrol,Manual,Third,5.0,2.9,Maruti,Alto,18.9,796.0,47.0
Bangalore,2009,90000,Diesel,Automatic,Second,5.0,17.75,BMW,X5,11.0,2993.0,235.0
Mumbai,2015,74000,Petrol,Automatic,Second,5.0,8.25,Nissan,Teana,11.07,2496.0,179.5
Coimbatore,2015,37081,Petrol,Automatic,First,5.0,5.77,Hyundai,Grand,18.9,1197.0,82.0
Hyderabad,2017,39000,Diesel,Manual,First,5.0,9.49,Maruti,Vitara,24.3,1248.0,88.5
Mumbai,2008,99000,Diesel,Automatic,Third,7.0,12.95,Audi,Q7,12.07,2967.0,241.4
Chennai,2015,38000,Diesel,Automatic,First,5.0,20.0,Mercedes-Benz,GLA,17.9,2143.0,136.0
Chennai,2007,72000,Petrol,Manual,Third,4.0,1.0,Maruti,800,16.1,796.0,37.0
Chennai,2015,93000,Diesel,Manual,Second,5.0,7.1,Renault,Duster,20.45,1461.0,83.8
Mumbai,2017,5900,Diesel,Manual,First,5.0,16.5,Toyota,Corolla,21.43,1364.0,87.2
Chennai,2014,25000,Diesel,Manual,First,5.0,26.0,Mercedes-Benz,New,15.8,2148.0,170.0
Hyderabad,2010,68000,Diesel,Manual,Second,5.0,3.2,Maruti,Ritz,21.1,1248.0,73.9
Kochi,2017,35676,Petrol,Automatic,First,7.0,9.48,Honda,BRV,16.0,1497.0,117.3
Kochi,2015,74310,Diesel,Manual,First,5.0,4.0,Hyundai,Xcent,24.4,1120.0,71.0
Jaipur,2014,59364,Diesel,Automatic,First,5.0,26.5,Mercedes-Benz,E-Class,14.21,2143.0,203.0
Kochi,2014,41380,Petrol,Automatic,Second,5.0,11.77,Mercedes-Benz,B,14.8,1595.0,120.7
Bangalore,2017,33900,Diesel,Automatic,First,5.0,37.0,Mercedes-Benz,E-Class,15.0,2143.0,204.0
Mumbai,2016,28000,Petrol,Manual,First,5.0,8.75,Honda,City,17.8,1497.0,117.3
Hyderabad,2007,50958,Petrol,Manual,First,5.0,1.95,Hyundai,Santro,17.0,1086.0,
Chennai,2011,93982,Petrol,Manual,First,5.0,3.75,Honda,City,17.0,1497.0,118.0
Pune,2010,95000,Petrol,Manual,First,5.0,2.5,Hyundai,Verna,16.2,1599.0,103.2
Mumbai,2017,9000,Petrol,Automatic,First,5.0,34.5,Jaguar,XE,13.5,1999.0,246.74
Delhi,2015,52516,Petrol,Manual,First,5.0,4.65,Honda,Amaze,18.0,1198.0,86.7
Bangalore,2015,20000,Petrol,Automatic,First,4.0,32.0,Mini,Cooper,18.86,1598.0,122.0
Coimbatore,2017,56451,Diesel,Automatic,First,5.0,62.81,Mercedes-Benz,S,13.5,2987.0,282.0
Chennai,2014,37000,Petrol,Manual,First,5.0,3.25,Hyundai,EON,21.1,814.0,55.2
Kolkata,2014,17400,Petrol,Manual,First,5.0,3.1,Maruti,Wagon,20.51,998.0,67.04
Coimbatore,2011,90207,Diesel,Manual,First,5.0,3.91,Maruti,Ritz,21.1,1248.0,73.9
Chennai,2011,89616,Diesel,Automatic,First,5.0,11.0,BMW,3,16.07,1995.0,181.0
Pune,2014,85000,Diesel,Manual,First,5.0,3.5,Tata,Xenon,13.49,2179.0,138.03
Chennai,2014,79271,Diesel,Automatic,First,5.0,16.5,Audi,A3,20.38,1968.0,143.0
Hyderabad,2012,56000,Diesel,Automatic,First,5.0,30.0,Land,Rover,12.7,2179.0,187.7
Pune,2010,85001,Diesel,Automatic,Second,7.0,28.0,Mercedes-Benz,GL-Class,12.0,2987.0,224.0
Hyderabad,2018,12000,Diesel,Automatic,First,7.0,28.0,Mitsubishi,Pajero,13.5,2477.0,175.56
Jaipur,2010,125000,Petrol,Manual,First,5.0,0.92,Maruti,Alto,19.7,796.0,46.3
Pune,2013,53000,Petrol,Manual,First,5.0,2.75,Maruti,Wagon,14.0,1061.0,64.0
Coimbatore,2017,34990,Diesel,Automatic,First,5.0,53.83,Land,Rover,12.7,2179.0,187.7
Pune,2011,49768,Petrol,Manual,Second,5.0,4.95,Hyundai,Verna,17.01,1591.0,121.3
Hyderabad,2013,56000,Diesel,Automatic,First,5.0,33.5,BMW,5,16.73,2993.0,218.0
Bangalore,2013,75000,Diesel,Automatic,First,5.0,27.95,Jaguar,XF,14.74,2993.0,270.9
Hyderabad,2010,57000,Petrol,Automatic,First,5.0,7.25,Skoda,Superb,13.7,1798.0,157.75
Kochi,2017,37542,Diesel,Automatic,First,5.0,25.71,Audi,Q3,15.73,1968.0,174.33
Coimbatore,2014,95649,Diesel,Automatic,First,5.0,29.67,Land,Rover,12.7,2179.0,187.7
Jaipur,2013,35299,Diesel,Automatic,First,5.0,19.0,Mercedes-Benz,New,14.84,2143.0,170.0
Kochi,2017,28464,Diesel,Manual,First,7.0,13.05,Mahindra,Scorpio,15.4,2179.0,120.0
Mumbai,2015,41000,Diesel,Automatic,First,5.0,25.5,BMW,3,21.76,1995.0,190.0
Pune,2017,9000,Petrol,Manual,First,7.0,8.5,Honda,BR-V,15.4,1497.0,117.3
Chennai,2010,92098,Diesel,Automatic,Second,5.0,7.25,Volvo,S80,16.0,2400.0,215.0
Pune,2005,5834,Petrol,Manual,First,5.0,0.8,Hyundai,Accent,13.2,1495.0,94.0
Jaipur,2017,40250,Petrol,Manual,First,5.0,6.9,Hyundai,i20,17.19,1197.0,81.86
Coimbatore,2018,22397,Petrol,Automatic,First,5.0,70.99,Mercedes-Benz,GLC,11.5,2996.0,367.0
Kolkata,2015,20800,Petrol,Manual,Second,5.0,2.25,Hyundai,EON,21.1,814.0,55.2
Kochi,2018,40322,Petrol,Manual,First,5.0,5.5,Hyundai,Grand,18.9,1197.0,81.86
Mumbai,2013,52576,Petrol,Manual,First,5.0,4.35,Honda,City,13.0,1493.0,100.0
Kolkata,2010,55000,Petrol,Manual,First,5.0,2.25,Volkswagen,Polo,16.47,1198.0,73.9
Mumbai,2016,47000,Petrol,Automatic,First,5.0,24.5,Audi,A6,15.26,1798.0,187.74
Hyderabad,2010,42021,Diesel,Manual,First,5.0,5.45,Volkswagen,Jetta,,1968.0,
Coimbatore,2017,23163,Petrol,Manual,First,5.0,12.03,Hyundai,Creta,15.29,1591.0,121.3
Mumbai,2011,50000,Petrol,Automatic,Second,5.0,8.5,Mercedes-Benz,New,11.74,1796.0,186.0
Mumbai,2014,11900,Petrol,Automatic,First,4.0,28.5,Mini,Cooper,16.82,1998.0,189.08
Pune,2006,108000,Petrol,Manual,Second,5.0,1.2,Hyundai,Santro,17.0,1086.0,
Bangalore,2013,37000,Diesel,Manual,First,5.0,5.75,Toyota,Etios,23.59,1364.0,67.04
Delhi,2014,30000,Petrol,Manual,Second,5.0,3.2,Honda,Brio,19.4,1198.0,86.8
Coimbatore,2018,12831,Petrol,Automatic,First,5.0,9.89,Maruti,Baleno,21.4,1197.0,83.1
Coimbatore,2012,143017,Diesel,Automatic,First,5.0,6.58,Skoda,Laura,20.0,1968.0,138.1
Kochi,2018,13102,Petrol,Manual,First,5.0,4.06,Hyundai,EON,21.1,814.0,55.2
Coimbatore,2019,24950,Diesel,Manual,First,5.0,13.37,Renault,Captur,20.37,1461.0,108.45
Coimbatore,2011,57832,Diesel,Automatic,First,5.0,25.82,BMW,5,16.2,2993.0,258.0
Kochi,2016,34267,Petrol,Manual,First,5.0,3.74,Maruti,Alto,22.74,796.0,47.3
Bangalore,2015,33000,Diesel,Automatic,Second,5.0,22.0,Volvo,V40,16.8,1984.0,150.0
Ahmedabad,2007,55100,Petrol,Manual,First,5.0,1.45,Maruti,Wagon,18.9,998.0,67.1
Kolkata,2008,40000,Petrol,Manual,First,5.0,2.0,Honda,City,17.7,1497.0,78.0
Kochi,2017,31841,CNG,Manual,First,5.0,4.7,Maruti,Eeco,15.1,1196.0,73.0
Kolkata,2014,15000,Petrol,Manual,First,8.0,3.75,Chevrolet,Enjoy,13.7,1399.0,98.79
Coimbatore,2016,82756,Diesel,Manual,First,7.0,7.7,Mahindra,Bolero,15.96,2523.0,62.1
Coimbatore,2012,50243,Petrol,Manual,First,5.0,3.35,Hyundai,Santro,,1086.0,
Hyderabad,2014,20600,Petrol,Manual,First,5.0,2.6,Hyundai,EON,21.1,814.0,55.2
Coimbatore,2017,29952,Petrol,Automatic,First,5.0,13.77,Hyundai,Creta,13.0,1591.0,121.3
Mumbai,2017,15000,Petrol,Manual,Second,5.0,7.1,Volkswagen,Vento,16.09,1598.0,103.5
Pune,2008,61938,Petrol,Automatic,Second,5.0,2.65,Honda,Civic,12.9,1799.0,130.0
Hyderabad,2014,67000,Diesel,Manual,First,5.0,2.5,Tata,Indica,22.3,1248.0,74.0
Kochi,2013,61672,Diesel,Manual,First,7.0,7.53,Mahindra,XUV500,16.0,2179.0,140.0
Coimbatore,2017,26185,Petrol,Manual,First,5.0,7.98,Hyundai,i20,18.6,1197.0,81.83
Bangalore,2014,38000,Diesel,Automatic,Second,5.0,39.0,Audi,Q5,14.16,1968.0,174.3
Chennai,2011,67000,Petrol,Manual,Second,5.0,2.25,Maruti,Ritz,18.5,1197.0,85.8
Chennai,2010,66000,Petrol,Manual,Second,5.0,3.85,Mitsubishi,Cedia,13.17,1999.0,114.0
Hyderabad,2015,80883,Diesel,Manual,First,7.0,13.5,Toyota,Innova,12.8,2494.0,102.0
Hyderabad,2016,80219,Diesel,Manual,First,5.0,3.5,Maruti,Celerio,27.62,793.0,47.0
Delhi,2018,12923,Diesel,Manual,First,5.0,8.92,Maruti,S-Cross,25.1,1248.0,88.5
Coimbatore,2016,86642,Diesel,Automatic,First,5.0,20.37,Audi,Q3,15.17,1968.0,181.0
Bangalore,2016,19235,Diesel,Automatic,First,5.0,36.5,BMW,3,21.76,1995.0,190.0
Coimbatore,2016,51002,Diesel,Automatic,First,7.0,48.91,Audi,Q7,11.33,4134.0,335.2
Pune,2016,6800,Petrol,Manual,First,5.0,7.2,Hyundai,i20,18.6,1197.0,81.83
Hyderabad,2012,82749,Diesel,Manual,First,5.0,5.99,Renault,Duster,19.01,1461.0,108.45
Pune,2016,51000,Diesel,Manual,First,5.0,5.25,Hyundai,Xcent,24.4,1120.0,71.0
Delhi,2014,31465,Diesel,Manual,First,5.0,6.5,Ford,Ecosport,22.7,1498.0,89.84
Hyderabad,2013,76476,Petrol,Manual,First,5.0,4.4,Volkswagen,Polo,16.47,1198.0,73.9
Kolkata,2017,14000,Diesel,Manual,First,5.0,4.6,Hyundai,Grand,24.0,1120.0,70.0
Ahmedabad,2013,47000,Diesel,Manual,First,5.0,2.95,Tata,Manza,21.12,1248.0,88.8
Kolkata,2011,48466,Petrol,Manual,First,5.0,3.26,Honda,City,17.0,1497.0,118.0
Bangalore,2008,46000,Petrol,Manual,Second,5.0,2.22,Hyundai,Santro,17.92,1086.0,62.1
Hyderabad,2012,162663,Diesel,Manual,First,7.0,10.5,Toyota,Innova,12.99,2494.0,100.0
Coimbatore,2017,25142,Diesel,Manual,First,5.0,8.26,Maruti,Ciaz,28.09,1248.0,88.5
Delhi,2013,69000,Diesel,Manual,First,7.0,14.45,Toyota,Fortuner,12.55,2982.0,169.0
Chennai,2009,80524,Petrol,Manual,Second,5.0,2.5,Ford,Fiesta,15.3,1596.0,
Kochi,2018,26405,Petrol,Automatic,First,5.0,51.43,Mercedes-Benz,E-Class,12.6,1950.0,191.34
Chennai,2014,45000,Diesel,Manual,First,5.0,23.0,Mercedes-Benz,New,15.8,2148.0,170.0
Kolkata,2012,64284,Diesel,Manual,First,5.0,5.5,Skoda,Yeti,17.72,1968.0,108.49
Delhi,2015,27000,Petrol,Manual,First,5.0,4.5,Hyundai,Grand,18.9,1197.0,82.0
Hyderabad,2018,3678,Petrol,Manual,First,5.0,6.8,Ford,Figo,18.16,1196.0,86.8
Mumbai,2013,21000,Petrol,Manual,First,5.0,8.75,Skoda,Octavia,16.8,1395.0,138.02
Mumbai,2015,67000,Diesel,Manual,Second,5.0,7.0,Renault,Duster,19.87,1461.0,83.8
Delhi,2015,24000,Diesel,Automatic,Second,5.0,33.5,Land,Rover,15.68,1999.0,177.0
Chennai,2011,75000,Diesel,Manual,Second,5.0,2.25,Ford,Figo,20.0,1399.0,68.0
Hyderabad,2008,179000,Diesel,Automatic,Second,7.0,4.24,Ford,Endeavour,12.8,2953.0,156.0
Coimbatore,2017,47198,Diesel,Manual,First,7.0,28.42,Toyota,Fortuner,12.55,2982.0,168.5
Kolkata,2012,52000,Diesel,Manual,First,5.0,2.75,Volkswagen,Polo,22.07,1199.0,73.9
Jaipur,2011,91000,Diesel,Manual,First,5.0,3.0,Maruti,Ritz,23.2,1248.0,73.94
Pune,2013,60000,Diesel,Manual,First,5.0,3.55,Nissan,Micra,23.08,1461.0,63.1
Kolkata,2013,37873,Diesel,Manual,First,5.0,4.8,Hyundai,Verna,22.32,1582.0,126.32
Kolkata,2011,31000,Petrol,Automatic,First,5.0,13.5,BMW,5,10.8,2497.0,150.0
Pune,2017,129000,Diesel,Automatic,First,7.0,56.0,Mercedes-Benz,GLS,11.0,2987.0,258.0
Hyderabad,2004,78000,Petrol,Automatic,First,5.0,3.99,Honda,CR-V,12.0,2354.0,187.4
Bangalore,2016,32000,Diesel,Automatic,First,5.0,15.5,Hyundai,Creta,17.01,1582.0,126.2
Jaipur,2010,59000,Petrol,Manual,Second,5.0,2.32,Hyundai,i10,19.81,1086.0,68.05
Kochi,2016,35437,Diesel,Automatic,First,5.0,18.58,Mercedes-Benz,A,20.0,2143.0,136.0
Jaipur,2014,98000,Petrol,Manual,First,7.0,5.5,Maruti,Ertiga,16.02,1373.0,93.7
Chennai,2006,72000,Diesel,Manual,Second,5.0,3.2,Skoda,Octavia,18.7,1896.0,66.0
Pune,2015,79000,Petrol,Manual,First,5.0,4.0,Honda,Amaze,18.0,1198.0,86.7
Chennai,2004,29000,Petrol,Manual,First,5.0,1.6,Maruti,Zen,17.3,993.0,60.0
Kochi,2013,66012,Petrol,Manual,First,5.0,4.15,Maruti,SX4,15.5,1586.0,103.3
Mumbai,2014,35000,Petrol,Automatic,First,5.0,4.25,Honda,Brio,16.5,1198.0,86.8
Ahmedabad,2011,75000,Petrol,Manual,First,5.0,2.6,Maruti,Wagon,18.9,998.0,67.1
Mumbai,2008,80000,Petrol,Automatic,Second,5.0,3.43,Toyota,Camry,12.1,2362.0,164.7
Kochi,2012,32717,Petrol,Manual,First,5.0,2.55,Chevrolet,Beat,18.6,1199.0,79.4
Delhi,2017,25000,Diesel,Automatic,First,7.0,32.0,Toyota,Fortuner,12.55,2982.0,168.5
Mumbai,2014,79000,Diesel,Manual,First,5.0,6.25,Ford,Ecosport,22.7,1498.0,89.84
Hyderabad,2010,86000,Diesel,Manual,Second,5.0,3.6,Maruti,Swift,17.8,1248.0,75.0
Pune,2010,137000,Diesel,Automatic,First,5.0,18.5,Mercedes-Benz,S,13.5,2987.0,282.0
Mumbai,2015,25000,Petrol,Manual,Second,7.0,4.25,Honda,Mobilio,17.3,1497.0,117.3
Mumbai,2017,8500,Petrol,Manual,Second,5.0,4.8,Hyundai,Grand,18.9,1197.0,82.0
Bangalore,2015,34000,Diesel,Automatic,First,7.0,13.0,Mahindra,XUV500,16.0,2179.0,140.0
Pune,2012,41629,Petrol,Manual,Second,5.0,2.25,Skoda,Fabia,14.83,1598.0,105.0
Hyderabad,2009,80227,Petrol,Manual,First,5.0,2.3,Hyundai,Santro,17.92,1086.0,62.1
Kochi,2019,8587,Petrol,Manual,First,5.0,13.56,Hyundai,Creta,15.29,1591.0,121.3
Delhi,2017,30000,Diesel,Manual,First,7.0,12.25,Mahindra,Scorpio,15.4,1997.0,120.0
Pune,2013,64186,Diesel,Manual,First,5.0,3.76,Skoda,Rapid,20.5,1598.0,103.5
Coimbatore,2015,76427,Diesel,Manual,First,5.0,8.58,Renault,Duster,19.01,1461.0,108.45
Hyderabad,2011,75000,Diesel,Automatic,First,5.0,27.5,BMW,X5,11.7,2993.0,245.0
Coimbatore,2013,27075,Petrol,Manual,First,5.0,4.95,Toyota,Etios,17.6,1496.0,88.73
Ahmedabad,2012,30000,Petrol,Manual,First,5.0,3.3,Maruti,Wagon,22.5,998.0,67.04
